Tweet,Publication Date
"Majority of Syrian refugees, 5.6M are next door in Turkey, Lebanon, Jordan &amp; Iraq. A further 6.1M are displaced internally inside Syria. W/ @europeaid, we build life saving essentials like 🚰🚽 💡, roads, clinics &amp; schools to help. #SyriaConf18 #UNGA
 https://t.co/pXjNOLb57i",Wed Sep 26 16:59:02 +0000 2018
The #LionsShare family is growing. We're excited to announce that @theeconomist has joined the Fund pledging to contribute 0.5% of its revenue from ads that use animal imagery. The money will be invested in #conservation &amp; #animalwelfare programmes. #UNGA https://t.co/aRaHlA5ruW,Wed Sep 26 16:42:49 +0000 2018
"Jordan has spent $10B to host 1.3M Syrians fleeing war in neighboring Syria. W/ @europeaid, we're supporting host countries like Jordan, Lebanon, Turkey &amp; Iraq to sustain vital basics such as 🚰🚽 💡🍲  for their citizens &amp; refugees. 
https://t.co/66lSI8ilMl 
#SyriaConf18 #UNGA https://t.co/oqrxzwkOjH",Wed Sep 26 16:40:19 +0000 2018
"1 in 4 people in Lebanon is a #SyrianRefugee. In El-Mina, a popular 🏖️ tourist destination, population 🔼 has also 🔼 public demand for more police officers. See how @UNDP_Lebanon supported the city to recruit more women in #lawenforcement. #SyriaConf2018 #UNGA https://t.co/IUsPvcOO9h",Wed Sep 26 16:34:12 +0000 2018
"RT @ASteiner: Merci, Danke, Grazie, Thank You 🇨🇭#Switzerland @ignaziocassis for todays $160M core contribution for @UNDPs work for next 3 y…",Wed Sep 26 16:00:59 +0000 2018
"The war in #Syria continues to drive the largest refugee crisis in the world. &gt;13.1M in Syria are in urgent need of humanitarian aid. Over 5.6M have taken refuge in neighboring countries. See #SyriaConf18 hosted by #EU, 1 of our top donors to #SyriaCrisis: https://t.co/nGIJtO7fEF https://t.co/UCZCuDU05D",Wed Sep 26 15:59:53 +0000 2018
"In Syria, we're currently restoring 18 schools in #Aleppo  and in #Raqqa &amp; #Hassakah which were heavily damaged by ISIS. Once open, &gt;14,630 students will have a safe space to study. This @UndpSyria #Cash4Work project creates over 705 jobs for Syrians. #SyriaConf18 https://t.co/E7H0rOa08n",Wed Sep 26 15:48:14 +0000 2018
"Mongolia's glaciers provide lifesaving water during the hot summer months. They've shrunk 40% since the 1990s. @UNDPMongolia's @beatetrankmann explains #BlueGold, our upcoming film on the existential threat of #climatechange in Mongolia.  
https://t.co/6UVRSDQD8Q #UNGA",Wed Sep 26 10:00:38 +0000 2018
How can Islamic finance and #impactinvesting support the #SDGs? Tune in 27 September at 10:00 AM EDT to find out w/ @SecComMY &amp; @isdb_group: https://t.co/5mRs0QyWqq #UNGA #GreenSukuk https://t.co/1d1FgEBLxN,Wed Sep 26 09:00:31 +0000 2018
25% of the world’s population is infected with tuberculosis. Early detection is key but timely access to hospitals isn't always feasible for people in remote areas. Mobile x-ray machines are saving lives in Tuvalu thru our work w/ @GlobalFund: https://t.co/NCCi6wy9CR #EndTB https://t.co/7gguzZiItS,Wed Sep 26 07:00:00 +0000 2018
"There is a real risk that the #DigitalTransformation will deepen inequality. According to some of the latest research, AI &amp; automation could put 400 million jobs, or 15% of the global workforce. Highlights from #Tech2030 at #UNGA. 
https://t.co/M651CUbhhs",Wed Sep 26 04:00:07 +0000 2018
"RT @ASteiner: 1st of its kind, #SDGImpact a way 2 connect investors looking 2 expand #socialimpact investing to 170 countries where @UNDP w…",Wed Sep 26 01:46:25 +0000 2018
"RT @Davos: Achim Steiner, Administrator for the United Nations Development Programme says that for first time the impact of technology will…",Wed Sep 26 00:49:59 +0000 2018
"RT @ASteiner: #AI &amp; health diagnostics,drones mapping disaster prone areas– tech is changing ppls lives 4 the better. But what about billio…",Wed Sep 26 00:26:13 +0000 2018
"RT @nikolajcw: This Wednesday I will be at the SDG Media Zone to talk about #LionsShare, a undp and partners-led initiative that invites ad…",Tue Sep 25 23:51:17 +0000 2018
"#SDGImpact will provide investors &amp; businesses with much-needed country-level data and SDG investment roadmaps: 
https://t.co/Wgtli0t3Ez #UNGA",Tue Sep 25 22:45:07 +0000 2018
"Our Goodwill Ambassadors Nikolaj Coster-Waldau &amp; HRH Crown Prince Haakon, and the Prime Minister of Norway Erna Solberg came to support the #GGWCup. While @Kronprinsparet joined @femioke as a commentator, @nikolajcw and @erna_solberg played a match! Go go go, #GlobalGoals https://t.co/sxrFawpbZA",Tue Sep 25 22:25:36 +0000 2018
The #SDGs could open up $12T of market opportunities for #impactinvestors. How can they create #SDGImpact? See @ASteiner's full statement: https://t.co/QpQgbrCwnC #UNGA,Tue Sep 25 22:22:04 +0000 2018
"Half of the world lacks access to essential health services, Together, we must forge stronger global partnerships to tackle barriers that prevent health technologies from reaching the people that need them the most - @ASteiner: https://t.co/g4TS8Zymj0 #UHCConf2018 #UNGA https://t.co/i82NRYHrss",Tue Sep 25 22:00:34 +0000 2018
Ding ding! Ringing the Closing Bell at @nasdaq to tell the world about the #LionsShare – the first of its kind opportunity for business to help save #wildlife and protect #biodiversity w/ @nikolajcw @nielsen @finchcompany @marsglobal @clemengerbbdo https://t.co/D5dbPsysfQ,Tue Sep 25 20:56:39 +0000 2018
"Today, @iati_aid marks a decade of work to strengthen international #AidTransparency standards.  Over 850 organizations now publish #opengov data measureable against an int'l standard of quality. @UlrikaModeer: https://t.co/OuuNnAmZw6 #IATI #UNGA https://t.co/gMzkdtjOW3",Tue Sep 25 20:43:21 +0000 2018
"The girls are back in school after Mosul's liberation from ISIS. Here's how @undpiniraq is rebuilding schools, hospitals &amp; systems that sustain life such as water, health, education, sanitation &amp; electricity: https://t.co/kk30D53yii #LeaveNoGirlBehind #UNGA https://t.co/H1JomwsRT2",Tue Sep 25 20:31:41 +0000 2018
"Tune in live at 5:30PM EDT today! Achieving the #SDGs could open up $12T of market opportunities in food, cities, energy, &amp; health &amp; create 380M new jobs by 2030. #impactinvestments can make #SDGImpact: https://t.co/lXeGZQK7N8 #UNGA https://t.co/QtLcsSX77R",Tue Sep 25 20:30:00 +0000 2018
"RT @GlobalGoalsUN: .@UNDP Goodwill Ambassador @nikolajcw will be at the #SDGLive stage tomorrow 10:30 a.m. EST to talk about #LionsShare, a…",Tue Sep 25 20:22:03 +0000 2018
Loving the energy of the #GGWCup! And our Goodwill Ambassador @nikolajcw is back as a referee &amp; supporter of #womensrights and #Sport4SDGs. #UNGA https://t.co/LUztLkHovB,Tue Sep 25 18:04:03 +0000 2018
"“Some jobs will change, some will disappear &amp; new jobs will be created &amp; enhanced by automation. Critical thinking, communication, collaboration, creativity &amp; systemic logic will be better for learning going forward,” @maryesnapp on essential skills for #Tech2030. #UNGA https://t.co/9Whj3iXkIH",Tue Sep 25 16:42:11 +0000 2018
"#Rwanda’s @cakamanzi explains, “Key ecosystems must be in place such as policy,institution &amp; infrastructure to reach proof of concept. An example is @babylrwanda which brings mobile healthcare to rural areas. Today, health insurance coverage in Rwanda has reached 93%. #Tech2030 https://t.co/1fXupDbVlc",Tue Sep 25 16:35:40 +0000 2018
"""How do you look at the future of technology unfolding?"" asks @ASteiner to #Tech2030. On the agenda? How to embrace tech, close digital skills gaps &amp; design job creation policies to #leavenoonebehind in the Tech Revolution. Watch now! https://t.co/8R2p6lRBeZ #UNGA18 https://t.co/u5DtiV9xSN",Tue Sep 25 16:05:04 +0000 2018
"Effective innovation is meaningful &amp; accessible. It enables people to create solutions for the #globaldev challenges of our time.

See our tools of the trade: https://t.co/mQLtCl9xQf #Tech2030 #UNGA18 https://t.co/YhFMlkF8WG",Tue Sep 25 15:15:00 +0000 2018
"Today, @IATI_aid will mark 10 years of #AidTransparency. 850 organizations now regularly publish good quality data for international aid transparency standards. @UlrikaModeer  on results &amp; future trends on data, transparency &amp; #opengov: https://t.co/SkM4v57Tom #UNGA #IATI https://t.co/6FCahJ5OWq",Tue Sep 25 15:00:46 +0000 2018
"Tune in live at 11:30AM EDT today. Automation, AI &amp; #DigitalTransformation are changing the #WorldofWork. Join @ASteiner &amp; an exciting lineup of speakers talk #Tech2030. Hear insight about future skills &amp; job creation policies to #leavenoonebehind: https://t.co/XfYdUkDfC0  #UNGA https://t.co/pRx7k165AQ",Tue Sep 25 14:28:29 +0000 2018
"RT @UNDP_Sweden: Play your way to action for the #GlobalGoals!

Join @nikolajcw (@UNDP's goodwill ambassador) as he attends the Global Goal…",Tue Sep 25 14:24:54 +0000 2018
RT @antonioguterres: Half of the 1.3 billion people living in poverty around the world are children. Poverty is not inevitable. I call for…,Tue Sep 25 11:12:51 +0000 2018
How will AI and automation affect the #worldofwork? Tune into #Tech2030 at 11.30AM EDT: https://t.co/lXeGZR1JbI #UNGA2018 https://t.co/6qPzO25Obm,Tue Sep 25 11:12:42 +0000 2018
RT @NorwayUN: Crown Prince Haakon🇳🇴&amp; Crown Princess Victoria🇸🇪 attended the launch of #Youth2030⁠ @UN’s strategy to engage with &amp; empower y…,Tue Sep 25 11:08:30 +0000 2018
"Looking beyond immediate disaster relief, protecting development gains demand a focus on prevention. @UNDPLaoPDR's Margaret Jones Williams explains  our #BuildBackBetter approach for #Climate2020. #ClimateAction
https://t.co/l9wX3SN2xG",Tue Sep 25 10:05:04 +0000 2018
"#DYK that we became a founding member of @IATI_aid in 2008? We take our commitment to #AidData transparency seriously. See our journey to innovate #GlobalDev data in @UlrikaModeer's explainer of the #AidTransparency initiative as it reaches its 10th yr.
https://t.co/pZrokQkefi",Tue Sep 25 07:00:26 +0000 2018
RT @nikolajcw: The Prime Minister of Denmark Løkke Rasmussen announced a financial aid to @UNYouthEnvoy’s office in support of #Youth2030!…,Tue Sep 25 04:07:25 +0000 2018
"TB is airborne &amp; highly contagious. Before these mobile x-ray machines came to Tuvalu, patients had to take crowded boats to the mainland for TB testing. See how we're working w/ @GlobalFund to bring #Health4All: https://t.co/lxtbaCEihn #EndTB https://t.co/c5Ywm2svPP",Tue Sep 25 04:00:06 +0000 2018
Africa is on the frontlines of the climate challenge. Africa is also leading in finding innovative ways to address climate change. See  @ASteiner's opening remarks at the @AfricaAAI partners roundtable at #UNGA on #climateadaptation in Africa: https://t.co/pjJdFcF8s7 #Climate2020 https://t.co/H87ICYr0Od,Tue Sep 25 00:00:23 +0000 2018
RT @coalition: Watch how @Coalition supports the right to work and the right to education through helping Iraqi's to get back into educatio…,Mon Sep 24 23:40:47 +0000 2018
We look forward to tomorrow's #GGWCup. Follow us on Instagram @undp for videos &amp; photos from this exciting event! https://t.co/LIRsePxjcz,Mon Sep 24 22:18:31 +0000 2018
.@lucyodiwa breaks girls' &amp; womens' barriers to menstrual health. @charlottemagayi champions women's health w/ stoves built from ♻️waste which cost 75% &gt;than similar models &amp; &gt; 50-90% of smoke emissions. They're this year's inspiring #SDGsAndHer winners! https://t.co/3h4IEDDIVw https://t.co/wUpFhuGWZQ,Mon Sep 24 21:07:21 +0000 2018
"What skills do you need to invest in now in order to ensure a job in the future? Join @ASteiner, @cakamanzi, @sfparr, @maryesnapp, @pashinyannikol &amp; @MollyKinder tomorrow for a #UNGA talk on leaving no one behind in the #DigitalTransformation: https://t.co/OreP8hV7lC #Tech2030 https://t.co/eo1iQYlOlT",Mon Sep 24 19:04:03 +0000 2018
"We're heading to #GGWCup tomorrow. In the meanwhile, meet a young athlete who is volleying for girls' education &amp; equality in Afghanistan: https://t.co/mVnZmRLXLZ #Youth2030 #GenUnlimited https://t.co/J32TzuW8Gs",Mon Sep 24 19:00:02 +0000 2018
29-year-old science teacher Cephas turned his love of science into a business in Rwanda. Here's how he connected w/ @YouthConnektAf &amp; us to become an entrepreneur: https://t.co/ZiUJ1i5Oeq #Youth2030 https://t.co/ZIESfWFApr,Mon Sep 24 18:30:00 +0000 2018
"RT @UNGeneva: The #GlobalGoals are our future &amp; #Youth2030 will make them happen! 

🔜 At 12 pm ET/ 6 pm CET, watch @antonioguterres, @UNYou…",Mon Sep 24 18:23:01 +0000 2018
RT @GlobalGoalsUN: “What excites you &amp; makes your ❤ beat? Find your name &amp; find your voice by speaking yourself.” - @BTS_twt at #Youth2030…,Mon Sep 24 18:22:54 +0000 2018
"RT @antonioguterres: To create a more peaceful, sustainable and prosperous world for all, we need young people to lead. Today, I am delight…",Mon Sep 24 18:12:24 +0000 2018
"RT @UNDPAfrica: #DYK that over 64 million young people are unemployed, and that young people are 3 times less likely to be employed than ad…",Mon Sep 24 17:20:54 +0000 2018
😮 Go go! We're at #Youth2030 launch. @bts_bighit taking the @UN stage to launch the @UN Youth Strategy! https://t.co/qLXRaqITrk #GenUnlimited #BTS https://t.co/MOVASntraB,Mon Sep 24 17:12:00 +0000 2018
RT @ASteiner: Congratulations to @UNICEF ED Henrietta Fore @unicefchief &amp; partners on 1st board of #GenerationUnlimited today!  Count on @u…,Mon Sep 24 17:03:04 +0000 2018
"13 million tonnes of plastic enter our 🌊 every year. Whenever Gael is at the beach, he picks up garbage before he 🏄. He's 1 of the young people who #BeatPlasticPollution everyday to #SaveOurOcean with @SweMFA &amp; @OceanActionHub. #Youth2030 #ClimateWeekNYC https://t.co/KwHTCKhOce",Mon Sep 24 17:00:02 +0000 2018
"""10 yrs ago, we began consultations w/ 79 countries to improve #aiddata. Today, we’re proud to see +850 organizations regularly publishing quality data according to @IATI_aid standards"" - @UlrikaModeer explains #AidTransparency. #IATI #OpenGov 
https://t.co/pZrokQkefi",Mon Sep 24 16:15:29 +0000 2018
"The Leuser Ecosystem is the last place on Earth that still has rhinos, tigers, elephants, and orangutans roaming together in the wild in an in-tact ecosystem. Forest conservationist @wiiiiza explains #LionsShare &amp; its potential for helping wildlife conservation. #ClimateWeekNYC https://t.co/lTc7ANZGM7",Mon Sep 24 15:30:00 +0000 2018
"""Nature is the lifeblood of our society. If we simply destroy it when it gets in our way, we will pay the price"" - Sir David Attenborough. 

Amp up your #ClimateAction. Let's make it part of our DNA in everything we do. Join us: https://t.co/HDkTjywP3k   
#ClimateWeekNYC https://t.co/BtaPsj1ilR",Mon Sep 24 15:06:40 +0000 2018
"Our planet has its own design solution to the global water crisis. Trees. 40% of Earth's annual rainfall come from evapotranspiration, which happens when trees “exhale” moisture through their leaves. 
https://t.co/Shg8srCGcu 
#ClimateWeekNYC #UNGA #Climate2020 https://t.co/08aALVoRXA",Mon Sep 24 14:02:16 +0000 2018
"RT @UNDP4Youth: 💫We look forward to joining the formal launch by @UN Secretary-General @antonioguterres of #Youth2030, the new UN #Youth #S…",Mon Sep 24 10:20:22 +0000 2018
".@lucyodiwa’s biz offers affordable feminine hygiene products &amp; menstrual hygiene education in Tanzania. @charlottemagayi designs affordable stoves from recycled waste. More about our #SDGsAndHer winners w/  @WorldBank, @UN_Women &amp; @Wharton: https://t.co/dNKxod6fV3 #UNGA⁠ ⁠",Mon Sep 24 10:08:37 +0000 2018
How do we equip young people with the knowledge &amp; training to become solution makers for sustainability &amp; peace? See @UNDP4Youth’s Youth Global Strategy! https://t.co/HyGFc7EYAa #Youth2030 #GenUnlimited #UNGA https://t.co/iMbfI5vOYl,Mon Sep 24 09:54:23 +0000 2018
"When poor rural Afghan women are forced to enter their daughter into #childmarriage to settle debt or tribal disputes, they turn to Muqadasa to explain #EndChildMarriage law to disputing parties to prevent the marriage: https://t.co/0i0Ne6BD2l #Standup4HumanRights #2030Now https://t.co/Abz1Ce4ORa",Mon Sep 24 05:00:00 +0000 2018
