Tweet,Publication Date
@LeslieGoestoDC Thanks for sharing our #WomensRights are #HumanRights story Leslie! Hope you found the story to be a pertinent read.,Wed Jan 16 15:25:27 +0000 2019
"RT @UNHumanRights: Inequality is a #HumanRights issue: Food, water, healthcare, education, housing and access to justice are not just commo…",Wed Jan 16 14:28:45 +0000 2019
"Over 135 million people need #HumanitarianAssistance &amp; protection. Our Administrator @ASteiner spoke to @AJENews on how we can support countries hit by crises like #Yemen, #Libya &amp; #Syria, &amp; what it takes to rebuild them. #BuildPeace
https://t.co/t8GI7uiBcW",Wed Jan 16 11:00:26 +0000 2019
"A meter of #sealevel rise could displace ~30M ppl in Bangladesh. With support from @UNDP_BD, the govt of 🇧🇩  is providing free land leases for planting🌳  &amp; 🐠 ponds to the poorest families who have been uprooted by #climatechange pressures: https://t.co/NxfFG0zUKn via @Reuters https://t.co/Lojm1D8kAk",Wed Jan 16 09:00:00 +0000 2019
"Women = 4,761 of the 41,490 foreigners who became affiliated with ISIL in Iraq &amp; Syria. Globally, there are few studies with data about women &amp; #ViolentExtremism until now. See our new #InvisibleWomen report with @whatthewomensay: https://t.co/fT12wZBSnI #BuildPeace https://t.co/Xdtw77074Z",Wed Jan 16 07:00:00 +0000 2019
"The ocean is the highway of global trade. The world ships ~90% of global goods. We depend on a healthy ocean for peace, prosperity &amp; health on land. @AHudsonUNDP explains why the world needs a sustainable #BlueEconomy to #SaveOurOcean. #SDG14 https://t.co/4I0UhDDMcg",Wed Jan 16 05:00:18 +0000 2019
"RT @UN_News_Centre: The second phase of the @UNDP Coastal Defense Project has taken “28,000 steps in the right direction” to reduce vulnera…",Wed Jan 16 01:03:16 +0000 2019
Our oceans are the highway of global trade &amp; livelihoods. But our oceans &amp; coastal zones are under intense threat. @nature_org's @DeutzTNC &amp; @UNDPClimate's @JanKellett joint blog about innovations for coastal resilience. #SDGs https://t.co/yO9ouWTNbj,Wed Jan 16 01:00:21 +0000 2019
"RT @davidwkenny: Happy for @Nielsen to support @LionsShareFund, which asks advertisers to contribute a percent of their media buys for camp…",Tue Jan 15 23:12:37 +0000 2019
"By 2030 more than 100 million people could fall back into extreme poverty due to #ClimateChange. From weather indexed insurance to innovative social protection solutions, see how we're taking #ClimateAction to strengthen resilience. 
https://t.co/HkZBv9eYUC",Tue Jan 15 22:00:16 +0000 2019
"Nature is our world's single most important asset but our #climatechange, pollution &amp; unsustainable use of finite resources are hurting the natural world we depend on. @jamisonervin offers inspiration to  spark societal transformation. #ClimateAction
https://t.co/aqRAtoeH2p",Tue Jan 15 21:00:19 +0000 2019
"@keithmartinmd @drkeegansawyer @WHO @asoucat @USAID @USAIDGH @HelenClarkNZ @drjbalbus @DFID_UK @lizgrant360 Great point. Let's not forget how the #DigitalTransformation will affect the public sector's skills &amp; capabilities to deliver effective, timely &amp; transparent services in the era of AI &amp; big data. Have you seen our #NextGenUNDP series? Here's @ASteiner's: https://t.co/GqrAYnh8qT",Tue Jan 15 19:45:58 +0000 2019
"@ghn_news Thanks for sharing @TRF_Stories' coverage of @undpkg's work to end bridenapping. Forced marriage &amp; bridenapping is a #humanrights &amp; #womensrights matter with long term consequences on girls' &amp; women's emotional, mental &amp; physical health.",Tue Jan 15 19:33:27 +0000 2019
"2.2M people currently on #HIV treatment
72M cases of #malaria treated
870,000 cases of #TB detected &amp; put on treatment
53 countries supported between 2017-2018.
See how we address #Inequality by ⬆️ #Health4All thru our partnership w/ @GlobalFund: https://t.co/OPcmxpvmCy  
#SDG3 https://t.co/ikiJdNTn7h",Tue Jan 15 19:00:01 +0000 2019
"#AirPollution &amp; #ClimateChange is the #1 threat to global health in 2019 according to @WHO . Air pollution kills 7 million people every year. #Cleanenergy matters for the health of all life on Earth: https://t.co/i6Rbppl2fb 
#ClimateAction https://t.co/7HXl423FJk",Tue Jan 15 18:25:19 +0000 2019
"RT @UNEnvironment: The time is now to take action against a warming atmosphere. 
We have an imperative to act, and an opportunity to do so.…",Tue Jan 15 18:18:14 +0000 2019
"1 meter of #sealevel rise could displace ~30M ppl in Bangladesh. With support from @UNDP_BD, the govt of 🇧🇩 is providing free land leases for planting 🌳 &amp; 🐠 ponds to the poorest families who have been uprooted by #climatechange pressures: https://t.co/NxfFG0ijSP via @Reuters https://t.co/1PKndv7jzI",Tue Jan 15 17:29:56 +0000 2019
@greenBXmachine @StephenRitz @QatarFoundation @UN @UNICEF @WeillCornell Thanks for working toward sustainability through #SDGs (and #ZeroHunger)!,Tue Jan 15 15:49:44 +0000 2019
@WomenchoiceI @TAYARHCoalition @YALIRLCEA @charlottemagayi @WorldBank Thanks for sharing. We're so pleased to see #SDGsAndHer in action!,Tue Jan 15 15:34:15 +0000 2019
RT @ASteiner: The impact of humans on our planet is now so large many scientists are declaring a new phase of history: Anthropocene. @ProfM…,Tue Jan 15 15:28:15 +0000 2019
"Learn how to establish or manage a #PeacePark to conserve biodiversity in your community. Register before 4 February for our free @Learning4Nature #MOOC, available in five languages! https://t.co/NoWRirosed #PeaceParksMOOC https://t.co/NGr2i7uDNu",Tue Jan 15 13:25:18 +0000 2019
"RT @theGEF: #ClimateChange is leading to water level rises in Himalayan rivers &amp; lakes. With the added threat of earthquakes, communities i…",Tue Jan 15 12:37:42 +0000 2019
What does the warming of our world really mean? See the cascading effects of #climatechange: https://t.co/CzDFmRIEHI #ClimateAction #SDGs https://t.co/5hUQPbSAMO,Tue Jan 15 09:00:00 +0000 2019
"Of the 41,490 foreigners who became affiliated with ISIL in Iraq &amp; Syria, 13% are women. Very little data about the women involved in #ViolentExtremism exists globally until now. See our new #InvisibleWomen report w/ @whatthewomensay. #BuildPeace
https://t.co/lhVoPc2xCj",Tue Jan 15 06:00:20 +0000 2019
RT @ASteiner: More than 135 million people need #humanitarian assistance &amp; protection. My interview with @AJENews on root causes &amp; developm…,Tue Jan 15 03:19:04 +0000 2019
"By 2020, knowledge will likely double every 11-12 hours due to advances in #digitaltechnology &amp; data analysis. See how the #DigitalTransformation is shaping the #FutureofKnowledge in new study from @UNDPArabStates &amp; @MBRF_News w/ @PwC: https://t.co/XxzkfDKbT1 #NextGenUNDP https://t.co/srTRnuQt94",Tue Jan 15 03:00:21 +0000 2019
How do you feed nearly 10 billion people by 2050? See our menu of sustainable solutions to feed a growing global population with data from @WorldResources @UNEnvironment @WorldBank @Cirad &amp; @Inra_France: https://t.co/kt4POSoFci #ClimateAction #Davos2019 https://t.co/AUz5SW5Dv8,Tue Jan 15 00:00:17 +0000 2019
"After shifting to more sustainable agriculture practices, 48-year-old farmer Muponda saw maize yields quadruple from 50 bags per half hectare to 218 bags of maize per half hectare. See how @UNDPZambia helps farmers take #ClimateAction for #ZeroHunger. https://t.co/9tWakJAoN5",Mon Jan 14 21:18:35 +0000 2019
"The speed &amp; ubiquity of #DigitalTransformation offers unparalleled opportunities for sustainable development, but it also comes with the risk of rising inequalities. Ahead of #Davos2019, see @ASteiner talk #Tech2030 to address root causes of inequality. https://t.co/BTLsdqInay",Mon Jan 14 21:00:20 +0000 2019
"RT @UNDPJordan: Innovative solutions for rainwater harvesting and greywater reuse benefiting 60,000 Jordanians as well as Syrian refugees i…",Mon Jan 14 19:43:46 +0000 2019
"RT @UN: 🌳Forests
🐒 Monkeys
🌊 Seas
🐠 Fish

For 25 years, @UNDP and partners have been taking #ClimateAction to protect Belize's biodiversity…",Mon Jan 14 16:44:31 +0000 2019
More than 135 million people are in need of #humanitarian assistance &amp; protection. @ASteiner speaks with @AJENews about our support to countries facing crises and what it will take to rebuild lives &amp; communities. #BuildPeace https://t.co/T7h6JA8m9O,Mon Jan 14 15:44:54 +0000 2019
"If you weigh all the land mammals on Earth, 30% of that weight is humans, 67% is the farm animals that feed us, &amp; just 3% are wild mammals. @ProfMarkMaslin &amp; @SimonLLewis, of “The Human Planet: How We Created the #Anthropocene,” guest blog #ClimateAction.
https://t.co/5FcNaZSL8Q",Mon Jan 14 14:41:25 +0000 2019
"RT @TRF_Climate: In #Bangladesh, coastal villagers are struggling as their property crumbles into rising seas - the government is helping b…",Mon Jan 14 13:07:32 +0000 2019
RT @UNDPEurasia: Uzbekistan is opening up to the world. New business reforms. One of top 5 most secure countries. Fast access to Asia's big…,Mon Jan 14 11:25:08 +0000 2019
"Learn how to establish or manage a #PeacePark to conserve biodiversity in your community. Register before 4 February for our free @Learning4Nature #MOOC, available in five languages! https://t.co/NoWRirosed #PeaceParksMOOC https://t.co/JQlm3rXK5w",Mon Jan 14 00:02:10 +0000 2019
RT @UNDPClimate: 2018 saw GHG emission ⬆️ 2.7% &amp; tropical forest loss at its highest in 10 yrs. @UNDP's @jamisonervin reviews the shocking…,Sun Jan 13 21:10:12 +0000 2019
"Saving the last of the jaguar, a tale of community action from @PNUDLAC. https://t.co/pivXPdJmCJ",Sun Jan 13 19:18:33 +0000 2019
"RT @UNDPasiapac: From #AI to drones and #3Dprinting, emerging tech shows tremendous promise for Asia's development, but how will automation…",Sun Jan 13 17:47:09 +0000 2019
"RT @UN: With the help of @UNDP, women in Jordan are taking #ClimateAction to save the Ghadha plant from extinction - while improving their…",Sun Jan 13 15:09:00 +0000 2019
Job creation alone will not end poverty. We end poverty by addressing inequality through #SDGs-based projects to improve access to #cleanenergy ⚡️💧🚽🏥⚕️📚schools &amp; affordable🏘️🚇. See how we tackle #MultidimensionalPoverty worldwide: https://t.co/fjhpxjchZ6,Sun Jan 13 11:00:12 +0000 2019
"With vital financing from the @WorldBank, @UNDPYemen &amp; national NGO partners have provided lifesaving services such as 🚰, revitalized farm land 🥒, schools, roads, &amp; 💰family biz focusing on #foodsecurity which benefit ~2.5M ppl across #Yemen: https://t.co/3lyrQ0aXYm #BuildPeace https://t.co/O6ZaTwtZ9X",Sun Jan 13 10:00:01 +0000 2019
"The impact of humans on our planet is now so large that many scientists are declaring a new phase of history. @ProfMarkMaslin &amp; @SimonLLewis, of “The Human Planet: How We Created the Anthropocene,” guest blog about #ClimateAction in the #Anthropocene. https://t.co/nlLqcQQZpS",Sun Jan 13 07:00:18 +0000 2019
"Learn how to establish or manage a #PeacePark to conserve biodiversity in your community. Register before 4 February for our free @Learning4Nature #MOOC, available in five languages! https://t.co/NoWRirosed #PeaceParksMOOC https://t.co/GEhuamAy5M",Sun Jan 13 07:00:00 +0000 2019
"Deaths from terror attacks &amp; #violentextremism were 🔽 by nearly one third in 2017. But for women forced into marriage or sexual slavery, the nightmare of living under ISIS or Boko Haram is far from over. See new #InvisibleWomen report to #EndExtremism. https://t.co/lhVoPc2xCj",Sun Jan 13 05:05:03 +0000 2019
"With 80% of Uganda’s population dependent on rain-fed agriculture for income &amp; #foodsecurity, a reliable weather report is a matter of survival. Now farmers are teaming up with meteorologists &amp; @UNDPUganda to innovate climate data📱. #NextGenUNDP  
https://t.co/T73Nz6atIX",Sun Jan 13 05:00:19 +0000 2019
RT @ASteiner: A pleasure to speak w thousands of staff @UNDP global town hall.  Thank you for an exceptional year - we exceeded most delive…,Sun Jan 13 01:33:45 +0000 2019
"“I would have gone nuts without this choir,” says 72-year-old Valentyna, who lives within a few miles of the ‘contact line’ that separates fighting sides in the conflict in eastern Ukraine. v @UNDPUkraine #BuildPeace
https://t.co/ETR5NveKkm",Sun Jan 13 01:00:27 +0000 2019
"A 🌞 morning without #coffee☕?
An afternoon without tea🍵?
#TGIF without 🍺🍷🍫🍩🍪?
A future without 🍣 🎣 or 🦐? 
Volatile weather, overfished + polluted oceans, lakes &amp; rivers. 
See the chain reaction of #ClimateChange to take #ClimateAction.
Click 👉 https://t.co/CzDFmS0fzg https://t.co/rO8DWLYECP",Sat Jan 12 22:00:00 +0000 2019
"#DYK that the #mahogany seed can be useful to treat diseases such as #diabetes? Meet an #IndigenousPeople who are protecting the Lungs of Earth deep in the #AmazonRainForest. See how @PNUDperu supports their #ClimateAction.
https://t.co/ktLBbyiflc",Sat Jan 12 19:00:21 +0000 2019
"Five-year-old Andreea is 1 of many kids in #Moldova who have at least 1 parent working abroad. By 2060, 🇲🇩population may 🔻 29% due to low 🤰 &amp; ⏫ migration. Here’s how @UNDPMoldova-supported #ecotourism creates jobs closer to home: https://t.co/OI3ItQ8Lj6 #SDGsDeepDive https://t.co/Dn0ZzDhvfL",Sat Jan 12 19:00:02 +0000 2019
"It has been 15 years since @UNDPChina began promoting hydrogen-based #cleanenergy solutions for transportation in China, done in close collaboration w/ the Govt of 🇨🇳 with funding from @theGEF. See the impact. #ClimateAction #SDGs https://t.co/4xXWWaeh8d",Sat Jan 12 16:00:38 +0000 2019
The Fijian drua was the largest &amp; most innovative seafaring vessel in Oceania's history. These youth build &amp; sail traditional boats w/ @UtoNiYalo &amp; @UNDP_Pacific to #SaveOurOcean: https://t.co/BtVjES380n #YouthForClimate https://t.co/NyLqJBpkmP,Sat Jan 12 14:00:00 +0000 2019
The world generates 40% 📈data every yr! #FutureofKnowledge from @UNDPArabStates &amp; @MBRF_News offer foresight from 🇧🇷🇨🇱🇪🇬🇫🇮🇩🇪 🇮🇳🇯🇵🇯🇴🇲🇦🇳🇱🇷🇼 🇸🇦🇸🇬🇸🇪🇨🇭🇹🇿🇹🇷🇦🇪🇬🇧🇺🇸 on #futureskills for #DigitalTransformation: https://t.co/PurQ3OzqMc #NextGenUNDP https://t.co/DxylTpzOPp,Sat Jan 12 13:00:00 +0000 2019
"The impact of humans on our planet is now so large that many scientists are declaring a new phase of history. @ProfMarkMaslin &amp; @SimonLLewis, of “The Human Planet: How We Created the Anthropocene,” guest blog about #ClimateAction in the #Anthropocene: https://t.co/nlLqcQQZpS https://t.co/UCThm5ENgu",Sat Jan 12 11:08:23 +0000 2019
"Women = 4,761 of the 41,490 foreigners who became affiliated with ISIL in Iraq &amp; Syria. Globally, there are few studies with data about the women involved in #ViolentExtremism until now. See our new #InvisibleWomen report w/ @whatthewomensay: https://t.co/fT12wZkgZ8 #BuildPeace https://t.co/8jHTXHAJxZ",Sat Jan 12 10:00:01 +0000 2019
"Women = 4,761 of the 41,490 foreigners who became affiliated with ISIL in Iraq &amp; Syria. Globally, there are few studies about the women involved in #ViolentExtremism until now. See our new #InvisibleWomen report with  @whatthewomensay: https://t.co/fT12wZBSnI #BuildPeace https://t.co/iQh9oZt8p0",Sat Jan 12 06:00:19 +0000 2019
What can a Quechan fable about a hummingbird named Dukdukdiya teach us about the power of doing our part for #ClimateAction? @jamisonervin explains in @ipsnews: https://t.co/eVOraVKMxo https://t.co/uOzSbLmWmm,Sat Jan 12 04:00:16 +0000 2019
"By 2020, knowledge will 2X every 11-12 hours. Humans are already generating 40%+ data every year! @UNDPArabStates  &amp; @MBRF_News  offer new #FutureofKnowledge report with new data on the skills we need for the #DigitalTransformation: https://t.co/APHEEdiyoV #NextGenUNDP https://t.co/vPeAKSary7",Sat Jan 12 01:05:05 +0000 2019
RT @BobWeir: Our world is getting warmer. @UNDP's chain reaction story spotlights the consequences if we do nothing. Take a look here: http…,Fri Jan 11 22:33:31 +0000 2019
"""Our impact is much wider than just #ClimateChange &amp; policies need to be tailored to the #Anthropocene."" @ProfMarkMaslin &amp; @SimonLLewis of ""The Human Planet: How We Created the Anthropocene"" talk to us about #ClimateAction for the future of Earth. https://t.co/LNJMOKE63K",Fri Jan 11 22:28:50 +0000 2019
"""At @UNDP, we are disrupting the way we deliver, think, invest and manage to perform faster, bigger and better in order to solve complex development problems and help countries achieve the #SDGs. This is #NextGenUNDP,"" 
- @ASteiner during today’s global @UNDP townhall. https://t.co/bHadsDzKBd",Fri Jan 11 22:11:47 +0000 2019
"#IndigenousPeople are the eyes and ears of the land. In 2019, they will play a pivotal role in helping to save the planet, writes @nature_org in its great list, ""10 Groups to Watch in 2019"": https://t.co/knIPfp4zOy #ClimateAction #SDGs https://t.co/ely3Wli4w5",Fri Jan 11 21:01:56 +0000 2019
"#HappyBirthday🎂💓 to our amazing 🐬Ocean Advocate @CodySimpson🌊🏄! 

This 📹 is from Cody's #SaveOurOcean trip to #CostaRica w/ us where he urged every country, every company, every school, and every community to step up for #ClimateAction. https://t.co/4CnwtG5JLr",Fri Jan 11 20:00:00 +0000 2019
"Women from France, Morocco, Kazakhstan, Tunisia &amp; UK were amongst the countries w/ the ⏫ # of women to join ISIL. @NikaSaeedi &amp; @whatthewomensay's @sanambna explain #InvisibleWomen, our new groundbreaking report about ♀️ &amp; #ViolentExtremism: https://t.co/6G6pHKXpcw #EndExtremism https://t.co/IkZKmiZVbi",Fri Jan 11 19:24:05 +0000 2019
"Women = 4,761 of the 41,490 foreigners who became affiliated with ISIL in Iraq &amp; Syria. Globally, there are few studies with data about the women involved in #ViolentExtremism until now. See our new #InvisibleWomen report w/  @whatthewomensay: https://t.co/fT12wZBSnI #BuildPeace https://t.co/LgxBn9Ncmr",Fri Jan 11 18:41:15 +0000 2019
"Unpredictable rainfall &amp; longer dry spells are affecting livestock farmers around the world. With support from @EuropeAid's #ClimaEast, farmers are restoring degraded grazing land for #ClimateAction: https://t.co/Y1MZecmlEs https://t.co/Bs85npcjkc",Fri Jan 11 18:00:28 +0000 2019
"During today’s global townhall with staff, UNDP Administrator @ASteiner laid out the development priorities for 2019. Urgent action on #climatechange, #inequality and #migration is key to achieving the #SDGs and core to our work. #NextGenUNDP https://t.co/elWgRLobsQ",Fri Jan 11 15:16:13 +0000 2019
"RT @UNDPEU: Women’s economic empowerment continues to lag behind across the world. For @RandiDavisUNDP, Gender Equality Seal is a step towa…",Fri Jan 11 11:22:29 +0000 2019
"Interested in conserving biodiversity to #BuildPeace in your community? Register for @Learning4Nature's #PeaceParksMOOC to start a #PeacePark. The free #MOOC is available in Arabic, English, French, Russian, and Spanish. Class starts 4 February: https://t.co/NoWRirosed https://t.co/4ddZK0xYvD",Fri Jan 11 10:59:05 +0000 2019
"What drives the radicalization of women and girls? #InvisibleWomen, our new report with @whatthewomensay reveal insight about women, girls &amp; #violentextremism. #BuildPeace https://t.co/S5A62zN03f",Fri Jan 11 08:05:05 +0000 2019
"We need to change the way we farm, the way we eat and the way we think to take #ClimateAction for future &amp; planet. #ClimateAdaptation expert @RohiniKohli1 talks about a moonshot moment for sustainable agriculture:
https://t.co/kn99qBOZ8U #COP25 https://t.co/UCq61DKcEJ",Fri Jan 11 08:00:16 +0000 2019
"Peru's first green district is harnessing the power of the 🌞 to #EndPoverty &amp; meet the #SDGs. @UNDP_SDGs &amp; @PNUDperu takes a #SDGsDeepDive into #SDG7 for affordable &amp; #GreenEnergy: 
https://t.co/jRlrZpYh81 #ClimateAction https://t.co/8OnsAPSYNe",Fri Jan 11 05:00:22 +0000 2019
"These women are working to revive the Ghadha, also known as the saxual bush or tree. The 🌳 has nearly gone extinct in the past decade due to overgrazing in #Jordan. It stores 💧 &amp; acts as a carbon sink in the #WadiRum. #ClimateAction
https://t.co/bTG6zxvFI4",Fri Jan 11 03:00:23 +0000 2019
Young women team up with @UNDPaf to bike🚴🏽‍♀️ for social change &amp; #GenderEquality for women &amp; girls in Afghanistan🇦🇫: https://t.co/6hjRjPyVNR #HearMeToo #EndViolenceAgainstWomen #MeToo https://t.co/7HDBk3lwsM,Fri Jan 11 01:00:19 +0000 2019
"~2M Iraqis remain displaced after ISIL in Iraq, down from ~6M at the height of the crisis. @undpiniraq is working to repair🚧 homes, schools, hospitals, bridges, roads🛣️, ⚡🚽🚰  &amp; remove dangerous explosives so that families can go home. #BuildPeace
 https://t.co/MJjYlspEOl",Thu Jan 10 22:00:16 +0000 2019
RT @LFLopezCalva: Latin America and the Caribbean is a middle-income region but has not yet become a middle-class society. Check out my new…,Thu Jan 10 20:10:05 +0000 2019
"From #coralreef restoration to conserving the forest home of the loudest land mammal on Earth, conservationists of all ages have been taking #ClimateAction with @UNDPBelize &amp; @theGEF for the past 25 years! https://t.co/BzVEqHajNm #UNDPNature #SaveOurOcean https://t.co/WvIEJDP2Fx",Thu Jan 10 20:00:18 +0000 2019
How could the goals of fish conservation also meet the needs of fishermen and their families? See how #CostaRica became the 1st nation in the world to launch a National Action Plan for #SustainableFisheries of large #pelagicspecies: https://t.co/jYIfN415SR #SaveOurOcean https://t.co/hEisBOtRWs,Thu Jan 10 18:00:17 +0000 2019
"With vital financing from the @WorldBank, @UNDPYemen has provided ~2.5 million people across #Yemen with access to key services such as 🚰, revitalized farm land &amp; family biz focusing on #foodsecurity, schools &amp; roads: https://t.co/3lyrPZTn6O #BuildPeace https://t.co/q3JGt51jAt",Thu Jan 10 15:31:30 +0000 2019
RT @UNDP_India: Look what we spotted... the elusive #snowleopard in #Ladakh! This is a great sign that conservation efforts to protect #sno…,Thu Jan 10 15:10:01 +0000 2019
"RT @TRF_Stories: These women walking the catwalk in a fashion show in Kyrgyzstan were victims of forced marriage 🇰🇬

They encourage other w…",Thu Jan 10 10:24:14 +0000 2019
"Countries such as 🇰🇪 🇲🇦 🇿🇦 🇹🇳, which rank ⏫ on science &amp; innovation in #Africa, invest a higher share of GDP in R&amp;D than their peers &amp; provide more incentives to private sector for R&amp;D. More in new 🌍 #SustainableDevelopment Report: 
https://t.co/A4ob6NHYwk #Inno4Dev https://t.co/sZjKsbrBK1",Thu Jan 10 02:00:00 +0000 2019
RT @ASteiner: Nearly 1 billion people live w/o electricity. @UNDP's Solar for Health initiative is supporting governments to install #Solar…,Thu Jan 10 00:19:51 +0000 2019
RT @UNDPMK: We started the new series of trainings for over 300 educational and personal assistants together with @UNICEFMK and @VladaMK. T…,Wed Jan 09 23:15:47 +0000 2019
The world generates 40% more data every year! @UNDPArabStates &amp; @MBRF_News' new #FutureofKnowledge report offers foresight &amp; case studies from 🇧🇷🇨🇱🇪🇬🇫🇮🇩🇪 🇮🇳🇯🇵🇯🇴🇲🇦🇳🇱🇷🇼 🇸🇦🇸🇬🇸🇪🇨🇭🇹🇿🇹🇷🇦🇪🇬🇧🇺🇸 on #futureskills for #DigitalTransformation: https://t.co/PurQ3OhPUE #NextGenUNDP https://t.co/XwyP7dYT4l,Wed Jan 09 22:56:59 +0000 2019
We won't achieve #SDGs unless there's #genderequality. There is no gender equality unless women are equal before the law. @UNDPArabic's  @MVallejoMestres explains why rule of law &amp; governance matter for #womensrights &amp; equality.     https://t.co/2TZATf9eLM,Wed Jan 09 22:02:30 +0000 2019
"Over 200M ppl could be displaced due to more frequent &amp; severe climatic disasters #By2030. As the @UN’s largest provider of grant assistance for #ClimateAction in 140+ countries, we tackle #SDGs to tackle #ClimateChange: https://t.co/GUkbJwBFfj https://t.co/4j2MEJxj9y",Wed Jan 09 19:23:26 +0000 2019
"RT @UNEnvironment: Saving forests 🌳🌲🌴= #ClimateAction
Deforestation is the second-leading cause of #climatechange after burning fossil fuel…",Wed Jan 09 19:19:50 +0000 2019
"RT @UN: ""2019 will be a year of action."" -- @antonioguterres on the United Nations reform that launched on 1 January, which will fundamenta…",Wed Jan 09 17:25:16 +0000 2019
"Interested in conserving biodiversity to #BuildPeace in your community? Register for @Learning4Nature's #PeaceParksMOOC to start a #PeacePark. The free #MOOC is available in Arabic, English, French, Russian, and Spanish. Class starts 4 February: https://t.co/NoWRirosed https://t.co/WFVdSJ0SOE",Wed Jan 09 14:47:58 +0000 2019
RT @UNDPClimate: Wetlands provide multiple ecosystem services but have been on the decline in northern China due to #ClimateChange. See how…,Wed Jan 09 14:17:32 +0000 2019
RT @ASteiner: Great to start the new year w Secretary-General @antonioguterres visit to @UNDP today where he provided staff w an exciting v…,Wed Jan 09 11:16:55 +0000 2019
"This used to be the 4th largest lake in the world. But there's hope some of the #AralSea will return. In a nursery in #Kazakhstan, villagers are growing 🌱 to green ~2,500 ha of land every yr &amp; build a protective green belt 💪 . #ClimateAction https://t.co/sCXKaNz3K9",Wed Jan 09 08:00:15 +0000 2019
"Using #socialmedia to create social change. @UNDPasiapac's Q&amp;A with @cindysirinya, the activist behind the #donttellmehowtodress movement. #HearMeToo https://t.co/MlrjuTxlSm",Wed Jan 09 05:00:18 +0000 2019
"RT @UN: After a decade with minimal power, solar energy is game changer for vital police training centre in South Sudan - especially for re…",Wed Jan 09 00:44:10 +0000 2019
"Interested in conserving biodiversity to #BuildPeace in your community? Register for @Learning4Nature's #PeaceParksMOOC on Peace Park development available in Arabic, English, French, Russian, Spanish, &amp; Russian. The free #MOOC starts on 4 February: https://t.co/NoWRirosed https://t.co/AVxaoBzbWu",Tue Jan 08 21:35:05 +0000 2019
"@mcraddock @swardley @jmckenty @WorldBank Interesting. We suggest @IICPSD, our private sector team who may have existing studies or can 👉 you in the right direction on mapping of value chains where the value is non-monetary but quantifiable. @jamisonervin may have insight on this for biodiversity/nature",Tue Jan 08 21:06:07 +0000 2019
"RT @ASteiner: From #innovation, to AI, to plain old repurposing, in 2018 @UNDP showcased the many ways in which we’re leading the charge to…",Tue Jan 08 20:53:31 +0000 2019
"This month, at least 3,200 villagers are hard at work to clear debris after in Central #Sulawesi after an earthquake &amp; tsunami destroyed uprooted ~400,000 million ppl in September. @UNCERF  &amp; @UNDPIndonesia  are supporting the govt to #BuildBackBetter: https://t.co/TMuaLAs545 https://t.co/1BDyHf3Y5C",Tue Jan 08 20:47:06 +0000 2019
"A 🌞 morning without #coffee☕?
An afternoon without tea🍵?
#TGIF without 🍺🍷🍫🍩🍪?
A future without 🍣 🎣 or 🦐? 
Volatile weather, overfished + polluted oceans, lakes &amp; rivers. 
See the chain reaction of #ClimateChange to take #ClimateAction.
Click 👉 https://t.co/CzDFmRIEHI https://t.co/VvI5Bjw0Xz",Tue Jan 08 17:11:10 +0000 2019
"RT @UN_Women: 94% of victims of #HumanTrafficking for sexual exploitation are females, both adult women and girls. 👩 �

Trafficking in pers…",Tue Jan 08 15:47:51 +0000 2019
"RT @UNDPasiapac: Check out this clip from #ExtremeLives, talking to @donpathanyala about why he thinks #ISIS was unsuccessful in recruiting…",Tue Jan 08 13:36:19 +0000 2019
"There were once over 1,100 islands scattered across the extensive waters of the Aral Sea in Kazakhstan. Can a community heal the effects of an environmental catastrophe? #ClimateAction https://t.co/sCXKaNz3K9",Tue Jan 08 10:34:30 +0000 2019
RT @UN_News_Centre: FROM THE FIELD: Nearly one billion people around the world live without electricity. Half of them are in Sub-Saharan Af…,Tue Jan 08 01:54:06 +0000 2019
"""A few decades ago, there would be 6-7 feet of snow right now. Now, we hardly see a foot or two."" W/o adequate snowfall, wheat fields remain barren in this village in Nepal. See how @UNDPNepal supports farmers in the Himalayas to address #climatechange: https://t.co/tQDs2VlW1g https://t.co/8a79NVST26",Mon Jan 07 20:19:02 +0000 2019
"✔️ 3.1 million lives saved thru our #health4all work
✔️ 2.2 million people currently on #HIV treatment
✔️ 72 million cases of malaria treated
✔️ 870,000 cases of #TB detected &amp; put on treatment
See our #Health4All results w/ @GlobalFund for #SDGs
https://t.co/zAheD5Jyzh https://t.co/901GCNlDq8",Mon Jan 07 19:02:46 +0000 2019
"While both men &amp; women farm, women manage much of the processing of food such as making flour or preserving fish. Ivy, the matron of a farmers' association in #Jamaica is educating the #NextGen of farmers to innovate climate adaptation: https://t.co/qtGIpKDNY9 #ClimateAction https://t.co/yHMIriPPm6",Mon Jan 07 15:16:35 +0000 2019
"From the wild ginger in our herbal tea to natural ingredients for the global cosmetic &amp; skincare industry, the products we use are dependent on healthy ecosystems. See the benefits of conserving #biodiversity. #ClimateAction https://t.co/cjizMP8JMD",Mon Jan 07 12:15:06 +0000 2019
"RT @UNDPEurasia: #IID2018 brought together nearly 350 participants to explore #NextGenGov &amp; how we move into the future.

Now, experts @Ela…",Mon Jan 07 07:41:00 +0000 2019
"5 ways #solarpower can make #universalhealthcare a reality:
🔑  Unlock electricity for off-grid communities
💉  Reliable refrigeration for life-saving vaccines
💰 Save money
💪  resilient #healthcaresystems 
🌍  #ClimateAction 
More: https://t.co/TTdoGAW1T2 #Solar4Health https://t.co/0LdCd5NLwM",Mon Jan 07 00:03:05 +0000 2019
